id,type,severity,timestamp,week,product,entity,description,score,complaint_ids,observed,expected,ratio,p_value,companies_affected,company_list,avg_ratio,common_issues,cluster_id,cluster_label,baseline_share,current_share,z_score,novel_count,total_count,novel_share
vol_Debt collection_2025-01-06/2025-01-12_70de48e1,volume_spike,medium,2026-02-02 02:37:40.324973,2025-01-06/2025-01-12,Debt collection,Absolute Resolutions Corp.,Absolute Resolutions Corp.: 9 vs 3.5 expected (2.6x),5.157056347499045,"[11388320, 11488654, 11427493, 11492168, 11489632, 11454825, 11492035, 11410611, 11454605]",9.0,3.5,2.57,0.009874,,,,,,,,,,,,
vol_Debt collection_2024-03-18/2024-03-24_3976c962,volume_spike,medium,2026-02-02 02:37:40.923064,2024-03-18/2024-03-24,Debt collection,Velocity Portfolio Group,Velocity Portfolio Group: 9 vs 3.5 expected (2.6x),5.157056347499045,"[8577135, 8587385, 8607696, 8592585, 8617767, 8567675, 8571090, 8577629, 8568219]",9.0,3.5,2.57,0.009874,,,,,,,,,,,,
vol_Debt collection_2024-02-05/2024-02-11_07895826,volume_spike,medium,2026-02-02 02:37:40.959928,2024-02-05/2024-02-11,Debt collection,TrueAccord Corp.,TrueAccord Corp.: 9 vs 3.5 expected (2.6x),5.157056347499045,"[8289581, 8280217, 8320710, 8323620, 8305175, 8308155, 8284081, 8319789, 8321509]",9.0,3.5,2.57,0.009874,,,,,,,,,,,,
clust_Debt collection_2024-04-29/2024-05-05_1,cluster_growing,high,2026-02-02 02:37:39.383582,2024-04-29/2024-05-05,Debt collection,,Cluster 'cluster_1' growing: 12.7% → 17.7%,5.150265131629555,"[8889990, 8884281, 8889773, 8922718, 8884639, 8926305, 8896993, 8898119, 8883159, 8913031]",,,,,,,,,1.0,cluster_1,12.73,17.7,5.15,,,
clust_Debt collection_2024-10-28/2024-11-03_22,cluster_shrinking,high,2026-02-02 02:37:39.675128,2024-10-28/2024-11-03,Debt collection,,Cluster 'cluster_22' shrinking: 3.4% → 0.8%,5.10106901232119,"[10645636, 10645145, 10610838, 10652734, 10648926, 10665396, 10645210, 10648766, 10645252, 10613699]",,,,,,,,,22.0,cluster_22,3.44,0.82,-5.1,,,
clust_Debt collection_2025-01-20/2025-01-26_11,cluster_shrinking,high,2026-02-02 02:37:39.920823,2025-01-20/2025-01-26,Debt collection,,Cluster 'cluster_11' shrinking: 5.8% → 3.1%,5.08822401494745,"[11602247, 11686319, 11689998, 11722595, 11699154, 11758856, 11694370, 11751299, 11722487, 11737207]",,,,,,,,,11.0,cluster_11,5.8,3.1,-5.09,,,
clust_Debt collection_2024-05-27/2024-06-02_20,cluster_shrinking,high,2026-02-02 02:37:40.101752,2024-05-27/2024-06-02,Debt collection,,Cluster 'cluster_20' shrinking: 4.7% → 1.8%,5.0601908328936025,"[9108521, 9114094, 9140164, 9113017, 9139062, 9151262, 9108350, 9148720, 9141756, 9149840]",,,,,,,,,20.0,cluster_20,4.73,1.75,-5.06,,,
vol_Debt collection_2024-01-15/2024-01-21_772f4b13,volume_spike,low,2026-02-02 02:37:41.011602,2024-01-15/2024-01-21,Debt collection,Experian Information Solutions Inc.,Experian Information Solutions Inc.: 93 vs 63.8 expected (1.5x),5.04412680862703,"[8168391, 8161447, 8167237, 8158113, 8160594, 8176044, 8178392, 8156683, 8181901, 8172025]",93.0,63.8,1.46,0.000349,,,,,,,,,,,,
clust_Debt collection_2024-11-25/2024-12-01_1,cluster_growing,medium,2026-02-02 02:37:40.844174,2024-11-25/2024-12-01,Debt collection,,Cluster 'cluster_1' growing: 7.6% → 12.1%,4.973769140533984,"[10932308, 10955808, 10967068, 10924641, 10934194, 10967744, 10945219, 10924277, 10954708, 10947424]",,,,,,,,,1.0,cluster_1,7.57,12.08,4.97,,,
vol_Debt collection_2025-01-13/2025-01-19_92fdf083,volume_spike,medium,2026-02-02 02:37:39.734076,2025-01-13/2025-01-19,Debt collection,"Aldous & Associates, PLLC","Aldous & Associates, PLLC: 13 vs 5.8 expected (2.3x)",4.968562361885367,"[11541595, 11595396, 11634606, 11498939, 11498676, 11570044, 11580541, 11525301, 11639264, 11553658]",13.0,5.8,2.26,0.006344,,,,,,,,,,,,
clust_Debt collection_2024-03-18/2024-03-24_20,cluster_shrinking,medium,2026-02-02 02:37:40.932741,2024-03-18/2024-03-24,Debt collection,,Cluster 'cluster_20' shrinking: 6.6% → 3.4%,4.948866675864732,"[8572706, 8597858, 8608724, 8598644, 8578248, 8590649, 8626371, 8610218, 8598089, 8570950]",,,,,,,,,20.0,cluster_20,6.65,3.37,-4.95,,,
clust_Debt collection_2024-06-03/2024-06-09_11,cluster_growing,medium,2026-02-02 02:37:40.645244,2024-06-03/2024-06-09,Debt collection,,Cluster 'cluster_11' growing: 1.5% → 3.5%,4.859047265186594,"[9186226, 9203631, 9204336, 9209605, 9203479, 9183448, 9204207, 9163700, 9194417, 9204060]",,,,,,,,,11.0,cluster_11,1.53,3.48,4.86,,,
clust_Debt collection_2024-03-11/2024-03-17_2,cluster_shrinking,medium,2026-02-02 02:37:40.264469,2024-03-11/2024-03-17,Debt collection,,Cluster 'cluster_2' shrinking: 6.2% → 3.3%,4.832257762409385,"[8538205, 8536473, 8551112, 8518564, 8549948, 8536325, 8549939, 8522151, 8551008, 8555475]",,,,,,,,,2.0,cluster_2,6.22,3.26,-4.83,,,
clust_Debt collection_2024-11-04/2024-11-10_10,cluster_growing,medium,2026-02-02 02:37:40.900662,2024-11-04/2024-11-10,Debt collection,,Cluster 'cluster_10' growing: 11.6% → 16.2%,4.77697150890549,"[10696299, 10682789, 10735798, 10724519, 10749963, 10674725, 10717903, 10732413, 10704349, 10732568]",,,,,,,,,10.0,cluster_10,11.63,16.25,4.78,,,
clust_Debt collection_2024-05-06/2024-05-12_19,cluster_growing,medium,2026-02-02 02:37:40.734264,2024-05-06/2024-05-12,Debt collection,,Cluster 'cluster_19' growing: 8.9% → 12.8%,4.753973893222151,"[8939178, 8982067, 8940255, 8977575, 8981014, 8977191, 8964170, 8962867, 8971736, 8942186]",,,,,,,,,19.0,cluster_19,8.87,12.85,4.75,,,
vol_Debt collection_2025-01-13/2025-01-19_4eba2712,volume_spike,medium,2026-02-02 02:37:39.733065,2025-01-13/2025-01-19,Debt collection,"Harris & Harris, Ltd.","Harris & Harris, Ltd.: 17 vs 8.2 expected (2.1x)",4.742171623882419,"[11526320, 11548780, 11503850, 11510446, 11501473, 11545312, 11557251, 11498942, 11509678, 11552904]",17.0,8.2,2.06,0.004996,,,,,,,,,,,,
vol_Debt collection_2025-01-13/2025-01-19_7bcc6782,volume_spike,low,2026-02-02 02:37:39.732092,2025-01-13/2025-01-19,Debt collection,T.S. Holdings,T.S. Holdings: 19 vs 9.5 expected (2.0x),4.736223572872686,"[11572857, 11503488, 11643151, 11632871, 11543156, 11507929, 11495094, 11590176, 11654657, 11624427]",19.0,9.5,2.0,0.004284,,,,,,,,,,,,
clust_Debt collection_2024-03-04/2024-03-10_3,cluster_shrinking,medium,2026-02-02 02:37:40.296406,2024-03-04/2024-03-10,Debt collection,,Cluster 'cluster_3' shrinking: 9.7% → 5.7%,4.653261838457995,"[8512769, 8495455, 8514399, 8474971, 8486988, 8473711, 8512800, 8494634, 8469342, 8497402]",,,,,,,,,3.0,cluster_3,9.71,5.73,-4.65,,,
vol_Debt collection_2025-01-13/2025-01-19_3b77d19d,volume_spike,low,2026-02-02 02:37:39.730285,2025-01-13/2025-01-19,Debt collection,"CITIBANK, N.A.","CITIBANK, N.A.: 22 vs 11.5 expected (1.9x)",4.636285436984237,"[11505152, 11549507, 11658574, 11525832, 11644713, 11506251, 11542844, 11582072, 11625689, 11623785]",22.0,11.5,1.91,0.003771,,,,,,,,,,,,
vol_Debt collection_2025-01-20/2025-01-26_7bcc6782,volume_spike,low,2026-02-02 02:37:39.902633,2025-01-20/2025-01-26,Debt collection,T.S. Holdings,T.S. Holdings: 22 vs 11.5 expected (1.9x),4.636285436984237,"[11603277, 11711398, 11758969, 11767733, 11708724, 11586795, 11745903, 11768003, 11682250, 11702882]",22.0,11.5,1.91,0.003771,,,,,,,,,,,,
vol_Debt collection_2023-11-27/2023-12-03_0a2029cc,volume_spike,low,2026-02-02 02:37:39.404921,2023-11-27/2023-12-03,Debt collection,"TRANSUNION INTERMEDIATE HOLDINGS, INC.","TRANSUNION INTERMEDIATE HOLDINGS, INC.: 66 vs 43.5 expected (1.5x)",4.6284706444486785,"[7926777, 7909068, 7931326, 7905914, 7906316, 7931244, 7908920, 7931493, 7927084, 7922447]",66.0,43.5,1.52,0.00089,,,,,,,,,,,,
vol_Debt collection_2025-01-20/2025-01-26_8c705e1d,volume_spike,medium,2026-02-02 02:37:39.906189,2025-01-20/2025-01-26,Debt collection,"Debt Recovery Solutions, LLC","Debt Recovery Solutions, LLC: 12 vs 5.3 expected (2.2x)",4.624683558810249,"[11706713, 11694893, 11607773, 11717335, 11605488, 11756063, 11778732, 11719166, 11616121, 11751893]",12.0,5.3,2.25,0.008802,,,,,,,,,,,,
clust_Debt collection_2023-12-25/2023-12-31_10,cluster_growing,medium,2026-02-02 02:37:40.048352,2023-12-25/2023-12-31,Debt collection,,Cluster 'cluster_10' growing: 2.0% → 5.0%,4.598745875271856,"[8066691, 8081191, 8066264, 8067268, 8060984, 8070025, 8055562, 8061129, 8068478, 8060735]",,,,,,,,,10.0,cluster_10,2.04,5.04,4.6,,,
vol_Debt collection_2025-01-20/2025-01-26_3d72a197,volume_spike,low,2026-02-02 02:37:39.903507,2025-01-20/2025-01-26,Debt collection,"W&A Intermediate Co., LLC","W&A Intermediate Co., LLC: 20 vs 10.2 expected (2.0x)",4.579374621218495,"[11743031, 11719285, 11607408, 11713147, 11781795, 11755565, 11758225, 11612979, 11742202, 11721578]",20.0,10.2,1.95,0.004499,,,,,,,,,,,,
clust_Debt collection_2024-07-22/2024-07-28_5,cluster_shrinking,medium,2026-02-02 02:37:40.619394,2024-07-22/2024-07-28,Debt collection,,Cluster 'cluster_5' shrinking: 10.1% → 5.8%,4.573598465634045,"[9590623, 9586436, 9605652, 9602057, 9594652, 9625391, 9611013, 9625630, 9595381, 9623354]",,,,,,,,,5.0,cluster_5,10.13,5.83,-4.57,,,
clust_Debt collection_2024-05-06/2024-05-12_11,cluster_shrinking,medium,2026-02-02 02:37:40.735037,2024-05-06/2024-05-12,Debt collection,,Cluster 'cluster_11' shrinking: 4.1% → 1.7%,4.541124183461004,"[8976890, 8955404, 8962043, 8973132, 8976550, 8935502, 8955500, 8983037, 8943642, 8983020]",,,,,,,,,11.0,cluster_11,4.07,1.66,-4.54,,,
clust_Debt collection_2024-02-19/2024-02-25_11,cluster_shrinking,medium,2026-02-02 02:37:39.476017,2024-02-19/2024-02-25,Debt collection,,Cluster 'cluster_11' shrinking: 10.4% → 6.1%,4.531432725845691,"[8376025, 8372169, 8399161, 8382701, 8383370, 8390027, 8396684, 8398016, 8369486, 8377650]",,,,,,,,,11.0,cluster_11,10.4,6.08,-4.53,,,
vol_Debt collection_2024-09-30/2024-10-06_ab97e55d,volume_spike,low,2026-02-02 02:37:40.386527,2024-09-30/2024-10-06,Debt collection,"CCS Financial Services, Inc.","CCS Financial Services, Inc.: 30 vs 17.0 expected (1.8x)",4.525219289806545,"[10358833, 10337614, 10309230, 10304425, 10319489, 10346003, 10330912, 10345927, 10351701, 10300877]",30.0,17.0,1.76,0.002727,,,,,,,,,,,,
vol_Debt collection_2024-08-12/2024-08-18_0a2029cc,volume_spike,low,2026-02-02 02:37:39.282682,2024-08-12/2024-08-18,Debt collection,"TRANSUNION INTERMEDIATE HOLDINGS, INC.","TRANSUNION INTERMEDIATE HOLDINGS, INC.: 190 vs 146.5 expected (1.3x)",4.524890791908037,"[9771854, 9808626, 9793620, 9814199, 9823243, 9811044, 9765905, 9839554, 9769425, 9771788]",190.0,146.5,1.3,0.000324,,,,,,,,,,,,
clust_Debt collection_2024-03-11/2024-03-17_21,cluster_shrinking,medium,2026-02-02 02:37:40.266349,2024-03-11/2024-03-17,Debt collection,,Cluster 'cluster_21' shrinking: 5.4% → 2.8%,4.461321137207184,"[8528792, 8566330, 8548977, 8558862, 8566427, 8530748, 8525539, 8549797, 8556474, 8558191]",,,,,,,,,21.0,cluster_21,5.4,2.84,-4.46,,,
vol_Debt collection_2024-02-26/2024-03-03_fb492726,volume_spike,medium,2026-02-02 02:37:39.990466,2024-02-26/2024-03-03,Debt collection,"CAINE & WEINER COMPANY, INC.","CAINE & WEINER COMPANY, INC.: 13 vs 6.0 expected (2.2x)",4.450686672749755,"[8432010, 8449739, 8423620, 8464993, 8442754, 8441394, 8466961, 8453738, 8437508, 8452508]",13.0,6.0,2.17,0.008827,,,,,,,,,,,,
clust_Debt collection_2024-10-14/2024-10-20_8,cluster_shrinking,medium,2026-02-02 02:37:40.195135,2024-10-14/2024-10-20,Debt collection,,Cluster 'cluster_8' shrinking: 1.6% → 0.1%,4.423204870265894,[10457235],,,,,,,,,8.0,cluster_8,1.56,0.07,-4.42,,,
vol_Debt collection_2025-01-06/2025-01-12_772f4b13,volume_spike,low,2026-02-02 02:37:40.316757,2025-01-06/2025-01-12,Debt collection,Experian Information Solutions Inc.,Experian Information Solutions Inc.: 140 vs 104.5 expected (1.3x),4.3817353694382435,"[11491075, 11424553, 11434461, 11448942, 11464724, 11466551, 11463152, 11446488, 11483703, 11489760]",140.0,104.5,1.34,0.000536,,,,,,,,,,,,
vol_Debt collection_2025-01-06/2025-01-12_28971307,volume_spike,medium,2026-02-02 02:37:40.322582,2025-01-06/2025-01-12,Debt collection,"ProCollect, Inc.","ProCollect, Inc.: 15 vs 7.2 expected (2.1x)",4.369761901550479,"[11412577, 11464306, 11401192, 11398051, 11464875, 11491142, 11466645, 11400251, 11464093, 11475302]",15.0,7.2,2.07,0.007726,,,,,,,,,,,,
clust_Debt collection_2024-07-29/2024-08-04_1,cluster_growing,medium,2026-02-02 02:37:40.706769,2024-07-29/2024-08-04,Debt collection,,Cluster 'cluster_1' growing: 12.3% → 17.0%,4.342591364170295,"[9689822, 9642984, 9685777, 9678547, 9645399, 9655940, 9663835, 9665343, 9693867, 9669363]",,,,,,,,,1.0,cluster_1,12.28,17.01,4.34,,,
clust_Debt collection_2024-12-02/2024-12-08_10,cluster_shrinking,medium,2026-02-02 02:37:40.366636,2024-12-02/2024-12-08,Debt collection,,Cluster 'cluster_10' shrinking: 13.8% → 9.6%,4.341478484969669,"[11049178, 11019503, 11067809, 11071418, 11011618, 10994965, 11044024, 11021844, 11027906, 11023524]",,,,,,,,,10.0,cluster_10,13.82,9.59,-4.34,,,
clust_Debt collection_2024-12-16/2024-12-22_5,cluster_shrinking,medium,2026-02-02 02:37:39.329680,2024-12-16/2024-12-22,Debt collection,,Cluster 'cluster_5' shrinking: 4.0% → 1.7%,4.330351036064472,"[11193939, 11221149, 11194026, 11193961, 11186934, 11187111, 11193933, 11188883, 11194064, 11194498]",,,,,,,,,5.0,cluster_5,4.02,1.66,-4.33,,,
vol_Debt collection_2024-03-25/2024-03-31_934d8cde,volume_spike,low,2026-02-02 02:37:39.495340,2024-03-25/2024-03-31,Debt collection,"EQUIFAX, INC.","EQUIFAX, INC.: 237 vs 188.5 expected (1.3x)",4.312668859936162,"[8658917, 8654962, 8658998, 8659154, 8638035, 8617602, 8627532, 8625926, 8630361, 8643276]",237.0,188.5,1.26,0.000371,,,,,,,,,,,,
clust_Debt collection_2024-05-20/2024-05-26_20,cluster_shrinking,medium,2026-02-02 02:37:39.358304,2024-05-20/2024-05-26,Debt collection,,Cluster 'cluster_20' shrinking: 6.0% → 3.1%,4.3060277892253005,"[9070890, 9091028, 9074791, 9074700, 9093011, 9080461, 9087137, 9062353, 9068841, 9088996]",,,,,,,,,20.0,cluster_20,5.99,3.15,-4.31,,,
vol_Debt collection_2024-12-02/2024-12-08_934d8cde,volume_spike,low,2026-02-02 02:37:40.355795,2024-12-02/2024-12-08,Debt collection,"EQUIFAX, INC.","EQUIFAX, INC.: 137 vs 102.5 expected (1.3x)",4.247846425372865,"[11054050, 10989887, 11025838, 11011914, 11016447, 11046504, 11051685, 11039641, 11031915, 11052550]",137.0,102.5,1.34,0.000664,,,,,,,,,,,,
clust_Debt collection_2024-11-04/2024-11-10_11,cluster_shrinking,medium,2026-02-02 02:37:40.901428,2024-11-04/2024-11-10,Debt collection,,Cluster 'cluster_11' shrinking: 7.4% → 4.3%,4.24653769821684,"[10687297, 10687245, 10682923, 10742765, 10727465, 10700017, 10681965, 10674989, 10724909, 10684726]",,,,,,,,,11.0,cluster_11,7.4,4.28,-4.25,,,
vol_Debt collection_2024-11-18/2024-11-24_ed9b4fcc,volume_spike,low,2026-02-02 02:37:40.450229,2024-11-18/2024-11-24,Debt collection,SYNCHRONY FINANCIAL,SYNCHRONY FINANCIAL: 18 vs 9.2 expected (1.9x),4.20110879904734,"[10846423, 10902128, 10875907, 10875892, 10909710, 10888380, 10859664, 10854523, 10858563, 10869096]",18.0,9.2,1.95,0.006936,,,,,,,,,,,,
vol_Debt collection_2024-02-19/2024-02-25_3d72a197,volume_spike,medium,2026-02-02 02:37:39.465731,2024-02-19/2024-02-25,Debt collection,"W&A Intermediate Co., LLC","W&A Intermediate Co., LLC: 14 vs 6.8 expected (2.1x)",4.18238199582416,"[8392832, 8394101, 8406519, 8397263, 8401093, 8415543, 8390312, 8390180, 8388716, 8414468]",14.0,6.8,2.07,0.009627,,,,,,,,,,,,
vol_Debt collection_2024-03-25/2024-03-31_7bcc6782,volume_spike,medium,2026-02-02 02:37:39.496976,2024-03-25/2024-03-31,Debt collection,T.S. Holdings,T.S. Holdings: 14 vs 6.8 expected (2.1x),4.18238199582416,"[8623820, 8652047, 8629958, 8634752, 8640527, 8639839, 8648991, 8644706, 8662496, 8633568]",14.0,6.8,2.07,0.009627,,,,,,,,,,,,
clust_Debt collection_2024-10-21/2024-10-27_22,cluster_shrinking,medium,2026-02-02 02:37:40.163448,2024-10-21/2024-10-27,Debt collection,,Cluster 'cluster_22' shrinking: 3.9% → 1.7%,4.17948406764466,"[10541319, 10566139, 10528337, 10566221, 10572183, 10572425, 10533193, 10519233, 10541191, 10560281]",,,,,,,,,22.0,cluster_22,3.94,1.7,-4.18,,,
vol_Debt collection_2025-01-06/2025-01-12_439a1df6,volume_spike,low,2026-02-02 02:37:40.320095,2025-01-06/2025-01-12,Debt collection,"Portfolio Recovery Associates, LLC","Portfolio Recovery Associates, LLC: 72 vs 49.2 expected (1.5x)",4.174945776780531,"[11489836, 11465843, 11397257, 11441801, 11435041, 11431516, 11396567, 11454051, 11396148, 11406689]",72.0,49.2,1.46,0.001394,,,,,,,,,,,,
clust_Debt collection_2024-12-02/2024-12-08_20,cluster_growing,medium,2026-02-02 02:37:40.368078,2024-12-02/2024-12-08,Debt collection,,Cluster 'cluster_20' growing: 4.4% → 7.1%,4.156655902526904,"[11054050, 11035820, 11020781, 11071013, 11014743, 11016536, 11071143, 11007038, 11006807, 11052550]",,,,,,,,,20.0,cluster_20,4.45,7.1,4.16,,,
vol_Debt collection_2025-01-06/2025-01-12_55672d6b,volume_spike,low,2026-02-02 02:37:40.319098,2025-01-06/2025-01-12,Debt collection,CL Holdings LLC,CL Holdings LLC: 76 vs 52.5 expected (1.4x),4.15092551895733,"[11394208, 11399455, 11397469, 11417735, 11468633, 11468505, 11461516, 11476765, 11394283, 11396885]",76.0,52.5,1.45,0.001357,,,,,,,,,,,,
vol_Debt collection_2024-12-09/2024-12-15_9268be76,volume_spike,low,2026-02-02 02:37:39.693466,2024-12-09/2024-12-15,Debt collection,"National Credit Systems,Inc.","National Credit Systems,Inc.: 29 vs 16.8 expected (1.7x)",4.133804465469388,"[11121189, 11142579, 11155143, 11091594, 11085682, 11142354, 11161123, 11093581, 11096288, 11116542]",29.0,16.8,1.73,0.004096,,,,,,,,,,,,
vol_Debt collection_2025-01-13/2025-01-19_9268be76,volume_spike,low,2026-02-02 02:37:39.728372,2025-01-13/2025-01-19,Debt collection,"National Credit Systems,Inc.","National Credit Systems,Inc.: 39 vs 24.0 expected (1.6x)",4.104283005121908,"[11655341, 11569438, 11508497, 11544187, 11498805, 11672722, 11497512, 11545942, 11500305, 11650971]",39.0,24.0,1.62,0.00298,,,,,,,,,,,,
vol_Debt collection_2024-07-15/2024-07-21_b7003b2d,volume_spike,low,2026-02-02 02:37:40.521627,2024-07-15/2024-07-21,Debt collection,Resurgent Capital Services L.P.,Resurgent Capital Services L.P.: 82 vs 57.5 expected (1.4x),4.0860084726662995,"[9575104, 9563886, 9571324, 9525290, 9568871, 9539290, 9570726, 9574429, 9534427, 9569645]",82.0,57.5,1.43,0.001364,,,,,,,,,,,,
vol_Debt collection_2024-12-02/2024-12-08_0a2029cc,volume_spike,low,2026-02-02 02:37:40.353714,2024-12-02/2024-12-08,Debt collection,"TRANSUNION INTERMEDIATE HOLDINGS, INC.","TRANSUNION INTERMEDIATE HOLDINGS, INC.: 155 vs 118.5 expected (1.3x)",4.0831238439904425,"[11067809, 11064053, 11029730, 11029693, 11004299, 11068912, 11042125, 11030091, 11055693, 11030802]",155.0,118.5,1.31,0.000756,,,,,,,,,,,,
vol_Debt collection_2025-01-20/2025-01-26_48e972b9,volume_spike,low,2026-02-02 02:37:39.904369,2025-01-20/2025-01-26,Debt collection,"Spring Oaks Capital, LLC","Spring Oaks Capital, LLC: 19 vs 10.0 expected (1.9x)",4.072616343063689,"[11714290, 11741043, 11699552, 11696388, 11607847, 11692817, 11719852, 11715594, 11748278, 11742391]",19.0,10.0,1.9,0.007187,,,,,,,,,,,,
clust_Debt collection_2024-10-14/2024-10-20_22,cluster_shrinking,medium,2026-02-02 02:37:40.194558,2024-10-14/2024-10-20,Debt collection,,Cluster 'cluster_22' shrinking: 3.9% → 1.7%,4.028593664530873,"[10500032, 10507677, 10452787, 10470995, 10462240, 10493907, 10447650, 10505028, 10507680, 10447116]",,,,,,,,,22.0,cluster_22,3.87,1.67,-4.03,,,
clust_Debt collection_2024-09-30/2024-10-06_20,cluster_growing,medium,2026-02-02 02:37:40.400831,2024-09-30/2024-10-06,Debt collection,,Cluster 'cluster_20' growing: 3.8% → 6.3%,4.022619423554493,"[10277896, 10308417, 10304835, 10316453, 10305709, 10335676, 10304102, 10353944, 10354727, 10295383]",,,,,,,,,20.0,cluster_20,3.84,6.29,4.02,,,
clust_Debt collection_2024-09-30/2024-10-06_15,cluster_shrinking,medium,2026-02-02 02:37:40.401509,2024-09-30/2024-10-06,Debt collection,,Cluster 'cluster_15' shrinking: 6.8% → 3.9%,4.020091088956695,"[10360058, 10359470, 10311413, 10359527, 10304425, 10307306, 10354483, 10337663, 10309982, 10320347]",,,,,,,,,15.0,cluster_15,6.78,3.89,-4.02,,,
clust_Debt collection_2024-03-25/2024-03-31_19,cluster_growing,medium,2026-02-02 02:37:39.504194,2024-03-25/2024-03-31,Debt collection,,Cluster 'cluster_19' growing: 10.3% → 14.0%,4.008916666026813,"[8652779, 8655379, 8658998, 8618214, 8648482, 8628921, 8620225, 8630361, 8643276, 8655535]",,,,,,,,,19.0,cluster_19,10.35,13.96,4.01,,,
vol_Debt collection_2024-12-02/2024-12-08_772f4b13,volume_spike,low,2026-02-02 02:37:40.354847,2024-12-02/2024-12-08,Debt collection,Experian Information Solutions Inc.,Experian Information Solutions Inc.: 153 vs 117.2 expected (1.3x),3.9805343167379337,"[11047968, 11048412, 10988721, 11067685, 11035820, 11048773, 11045813, 10994002, 11054381, 10987187]",153.0,117.2,1.3,0.00089,,,,,,,,,,,,
vol_Debt collection_2024-08-05/2024-08-11_afb9f9ce,volume_spike,low,2026-02-02 02:37:39.766662,2024-08-05/2024-08-11,Debt collection,"I.C. System, Inc.","I.C. System, Inc.: 20 vs 10.8 expected (1.9x)",3.9671730055905146,"[9713034, 9737145, 9703452, 9740966, 9752044, 9777874, 9733485, 9777748, 9743863, 9781809]",20.0,10.8,1.86,0.007373,,,,,,,,,,,,
clust_Debt collection_2024-09-09/2024-09-15_7,cluster_shrinking,medium,2026-02-02 02:37:40.564202,2024-09-09/2024-09-15,Debt collection,,Cluster 'cluster_7' shrinking: 1.9% → 0.4%,3.9642749832892283,"[10095408, 10101650, 10091662, 10096370, 10052548]",,,,,,,,,7.0,cluster_7,1.86,0.37,-3.96,,,
clust_Debt collection_2024-08-26/2024-09-01_7,cluster_growing,medium,2026-02-02 02:37:39.645727,2024-08-26/2024-09-01,Debt collection,,Cluster 'cluster_7' growing: 1.4% → 2.9%,3.9419837806773583,"[9985483, 9950980, 9940714, 9985181, 9944303, 9964448, 9951124, 9987655, 9985656, 10027026]",,,,,,,,,7.0,cluster_7,1.35,2.86,3.94,,,
vol_Debt collection_2025-01-13/2025-01-19_ab97e55d,volume_spike,low,2026-02-02 02:37:39.727435,2025-01-13/2025-01-19,Debt collection,"CCS Financial Services, Inc.","CCS Financial Services, Inc.: 40 vs 25.0 expected (1.6x)",3.940785971188541,"[11543067, 11658269, 11511830, 11502042, 11548877, 11551293, 11653061, 11549132, 11553649, 11541223]",40.0,25.0,1.6,0.003444,,,,,,,,,,,,
clust_Debt collection_2024-07-15/2024-07-21_7,cluster_shrinking,medium,2026-02-02 02:37:40.535383,2024-07-15/2024-07-21,Debt collection,,Cluster 'cluster_7' shrinking: 1.8% → 0.4%,3.9175096507770437,"[9546014, 9540015, 9565513, 9545895, 9539265]",,,,,,,,,7.0,cluster_7,1.79,0.36,-3.92,,,
clust_Debt collection_2023-12-04/2023-12-10_13,cluster_shrinking,medium,2026-02-02 02:37:40.076343,2023-12-04/2023-12-10,Debt collection,,Cluster 'cluster_13' shrinking: 5.6% → 2.3%,3.9084798523104864,"[7944604, 7973010, 7959792, 7959422, 7955021, 7947680, 7940776, 7967482, 7978506, 7976740]",,,,,,,,,13.0,cluster_13,5.63,2.25,-3.91,,,
clust_Debt collection_2024-09-23/2024-09-29_10,cluster_growing,medium,2026-02-02 02:37:39.841304,2024-09-23/2024-09-29,Debt collection,,Cluster 'cluster_10' growing: 8.2% → 11.5%,3.9014897412162237,"[10244499, 10288795, 10282027, 10269870, 10216900, 10284832, 10259521, 10217935, 10267745, 10255486]",,,,,,,,,10.0,cluster_10,8.24,11.5,3.9,,,
clust_Debt collection_2024-12-30/2025-01-05_2,cluster_growing,medium,2026-02-02 02:37:39.807014,2024-12-30/2025-01-05,Debt collection,,Cluster 'cluster_2' growing: 5.7% → 8.6%,3.8960729871739637,"[11336738, 11390568, 11356123, 11362101, 11351280, 11383494, 11346334, 11363514, 11363535, 11338612]",,,,,,,,,2.0,cluster_2,5.74,8.58,3.9,,,
clust_Debt collection_2024-05-13/2024-05-19_17,cluster_growing,medium,2026-02-02 02:37:39.532441,2024-05-13/2024-05-19,Debt collection,,Cluster 'cluster_17' growing: 4.0% → 6.4%,3.8891811008928907,"[9033757, 9037181, 8994134, 9000890, 9011114, 9026423, 9006637, 9023988, 8999637, 9016142]",,,,,,,,,17.0,cluster_17,4.0,6.37,3.89,,,
vol_Debt collection_2024-11-04/2024-11-10_9d8ed692,volume_spike,low,2026-02-02 02:37:40.889895,2024-11-04/2024-11-10,Debt collection,"SUNRISE CREDIT SERVICES, INC","SUNRISE CREDIT SERVICES, INC: 18 vs 9.5 expected (1.9x)",3.8827521468989414,"[10724519, 10695143, 10702648, 10697897, 10701758, 10686028, 10740446, 10741372, 10668039, 10719680]",18.0,9.5,1.89,0.008928,,,,,,,,,,,,
