alert_id,type,severity,week,description,score,entity,observed,expected,ratio,p_value,companies_affected,company_list,avg_growth_ratio,common_issues,cluster_id,cluster_label,baseline_share,current_share,z_score
clust_2024-03-18/2024-03-24_28,cluster_growing,high,2024-03-18/2024-03-24,"Cluster 'need reporting, reporting correction, correction c' growing: 5.6% → 9.1%",5.093436247040554,,,,,,,,,,28.0,"need reporting, reporting correction, correction company, accounts need, identified inaccurate",5.62,9.12,5.09
vol_2024-01-15/2024-01-21_6765,volume_spike,low,2024-01-15/2024-01-21,Experian Information Solutions Inc.: 93 complaints vs 63.8 expected (1.5x),5.04412680862703,Experian Information Solutions Inc.,93.0,63.8,1.46,0.000349,,,,,,,,,
clust_2024-03-25/2024-03-31_26,cluster_growing,high,2024-03-25/2024-03-31,"Cluster 'transactions, wish, formally, transactions consume' growing: 8.5% → 12.6%",5.015714108309455,,,,,,,,,,26.0,"transactions, wish, formally, transactions consumer, inclusion specific",8.46,12.64,5.02
clust_2024-05-27/2024-06-02_26,cluster_growing,high,2024-05-27/2024-06-02,"Cluster 'transactions, wish, formally, transactions consume' growing: 3.4% → 6.2%",5.002926299787423,,,,,,,,,,26.0,"transactions, wish, formally, transactions consumer, inclusion specific",3.37,6.24,5.0
clust_2024-03-25/2024-03-31_8,cluster_shrinking,medium,2024-03-25/2024-03-31,"Cluster 'xxxx, xxxx xxxx, xx, debt, account' shrinking: 11.8% → 7.3%",4.977984192283959,,,,,,,,,,8.0,"xxxx, xxxx xxxx, xx, debt, account",11.75,7.31,-4.98
vol_2025-01-13/2025-01-19_8667,volume_spike,medium,2025-01-13/2025-01-19,"Aldous & Associates, PLLC: 13 complaints vs 5.8 expected (2.3x)",4.968562361885367,"Aldous & Associates, PLLC",13.0,5.8,2.26,0.006344,,,,,,,,,
clust_2024-09-16/2024-09-22_19,cluster_growing,medium,2024-09-16/2024-09-22,"Cluster 'discrepancies accounts, 605b review, discrepancies' growing: 3.1% → 6.0%",4.874196994267157,,,,,,,,,,19.0,"discrepancies accounts, 605b review, discrepancies, importance removing, quite concerning",3.14,5.97,4.87
clust_2024-09-16/2024-09-22_3,cluster_growing,medium,2024-09-16/2024-09-22,"Cluster 'accounts, look documents, accordance fcra, report ' growing: 1.1% → 2.9%",4.846217985081784,,,,,,,,,,3.0,"accounts, look documents, accordance fcra, report accordance, 605b look",1.11,2.91,4.85
clust_2024-05-13/2024-05-19_21,cluster_shrinking,medium,2024-05-13/2024-05-19,"Cluster 'accounts, listed accounts, listed, accounts credit' shrinking: 4.5% → 1.7%",4.820285435803409,,,,,,,,,,21.0,"accounts, listed accounts, listed, accounts credit, fcra 605b",4.5,1.68,-4.82
clust_2024-04-29/2024-05-05_25,cluster_shrinking,medium,2024-04-29/2024-05-05,"Cluster 'usc, 15 usc, 15, evidence, usc 1681i' shrinking: 4.1% → 1.6%",4.78928636397736,,,,,,,,,,25.0,"usc, 15 usc, 15, evidence, usc 1681i",4.07,1.56,-4.79
clust_2024-05-27/2024-06-02_3,cluster_shrinking,medium,2024-05-27/2024-06-02,"Cluster 'accounts, look documents, accordance fcra, report ' shrinking: 6.6% → 3.3%",4.754925659817812,,,,,,,,,,3.0,"accounts, look documents, accordance fcra, report accordance, 605b look",6.62,3.29,-4.75
vol_2025-01-13/2025-01-19_3857,volume_spike,medium,2025-01-13/2025-01-19,"Harris & Harris, Ltd.: 17 complaints vs 8.2 expected (2.1x)",4.742171623882419,"Harris & Harris, Ltd.",17.0,8.2,2.06,0.004996,,,,,,,,,
vol_2025-01-13/2025-01-19_8179,volume_spike,low,2025-01-13/2025-01-19,T.S. Holdings: 19 complaints vs 9.5 expected (2.0x),4.736223572872686,T.S. Holdings,19.0,9.5,2.0,0.004284,,,,,,,,,
clust_2024-03-18/2024-03-24_6,cluster_shrinking,medium,2024-03-18/2024-03-24,"Cluster 'xxxx, xxxx xxxx, debt, account, credit' shrinking: 15.0% → 10.4%",4.72523229788654,,,,,,,,,,6.0,"xxxx, xxxx xxxx, debt, account, credit",15.02,10.41,-4.73
clust_2024-07-15/2024-07-21_19,cluster_growing,medium,2024-07-15/2024-07-21,"Cluster 'discrepancies accounts, 605b review, discrepancies' growing: 4.4% → 7.6%",4.685851051273234,,,,,,,,,,19.0,"discrepancies accounts, 605b review, discrepancies, importance removing, quite concerning",4.45,7.58,4.69
clust_2024-11-04/2024-11-10_20,cluster_shrinking,medium,2024-11-04/2024-11-10,"Cluster 'credit report, report, credit, accounts, fraudulen' shrinking: 7.2% → 3.8%",4.6798133664386405,,,,,,,,,,20.0,"credit report, report, credit, accounts, fraudulent",7.17,3.81,-4.68
clust_2024-04-01/2024-04-07_11,cluster_shrinking,medium,2024-04-01/2024-04-07,"Cluster 'xxxx, credit, account, reporting, information' shrinking: 6.0% → 3.0%",4.676265082198507,,,,,,,,,,11.0,"xxxx, credit, account, reporting, information",5.98,3.02,-4.68
clust_2024-07-01/2024-07-07_5,cluster_growing,medium,2024-07-01/2024-07-07,"Cluster 'debt, xxxx, collection, validation, request' growing: 2.0% → 4.5%",4.674922422789842,,,,,,,,,,5.0,"debt, xxxx, collection, validation, request",2.02,4.49,4.67
clust_2024-07-08/2024-07-14_12,cluster_shrinking,medium,2024-07-08/2024-07-14,"Cluster 'code 1692e, 1692e, 15 code, code, nature legal' shrinking: 2.9% → 0.6%",4.657451319530492,,,,,,,,,,12.0,"code 1692e, 1692e, 15 code, code, nature legal",2.92,0.64,-4.66
clust_2024-05-20/2024-05-26_26,cluster_growing,medium,2024-05-20/2024-05-26,"Cluster 'transactions, wish, formally, transactions consume' growing: 2.2% → 4.3%",4.656399361317973,,,,,,,,,,26.0,"transactions, wish, formally, transactions consumer, inclusion specific",2.17,4.31,4.66
clust_2024-07-08/2024-07-14_21,cluster_shrinking,medium,2024-07-08/2024-07-14,"Cluster 'accounts, listed accounts, listed, accounts credit' shrinking: 2.8% → 0.6%",4.651683748672894,,,,,,,,,,21.0,"accounts, listed accounts, listed, accounts credit, fcra 605b",2.78,0.56,-4.65
vol_2025-01-13/2025-01-19_723,volume_spike,low,2025-01-13/2025-01-19,"CITIBANK, N.A.: 22 complaints vs 11.5 expected (1.9x)",4.636285436984237,"CITIBANK, N.A.",22.0,11.5,1.91,0.003771,,,,,,,,,
vol_2025-01-20/2025-01-26_8179,volume_spike,low,2025-01-20/2025-01-26,T.S. Holdings: 22 complaints vs 11.5 expected (1.9x),4.636285436984237,T.S. Holdings,22.0,11.5,1.91,0.003771,,,,,,,,,
clust_2023-11-27/2023-12-03_22,cluster_growing,medium,2023-11-27/2023-12-03,"Cluster 'debt, collector, debt collector, consumer, alleged' growing: 5.4% → 10.1%",4.631039423333781,,,,,,,,,,22.0,"debt, collector, debt collector, consumer, alleged",5.42,10.09,4.63
vol_2023-11-27/2023-12-03_3109,volume_spike,low,2023-11-27/2023-12-03,"TRANSUNION INTERMEDIATE HOLDINGS, INC.: 66 complaints vs 43.5 expected (1.5x)",4.6284706444486785,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",66.0,43.5,1.52,0.00089,,,,,,,,,
vol_2025-01-20/2025-01-26_7621,volume_spike,medium,2025-01-20/2025-01-26,"Amsher Collection Services, Inc.: 14 complaints vs 6.5 expected (2.2x)",4.628034723052265,"Amsher Collection Services, Inc.",14.0,6.5,2.15,0.0071,,,,,,,,,
clust_2024-04-29/2024-05-05_10,cluster_growing,medium,2024-04-29/2024-05-05,"Cluster 'recognize significance, ve identified, inaccurate ' growing: 1.3% → 2.9%",4.586527606562614,,,,,,,,,,10.0,"recognize significance, ve identified, inaccurate troubling, erroneous entries, identified accounts",1.3,2.92,4.59
vol_2025-01-20/2025-01-26_9195,volume_spike,low,2025-01-20/2025-01-26,"W&A Intermediate Co., LLC: 20 complaints vs 10.2 expected (2.0x)",4.579374621218495,"W&A Intermediate Co., LLC",20.0,10.2,1.95,0.004499,,,,,,,,,
clust_2024-07-22/2024-07-28_16,cluster_shrinking,medium,2024-07-22/2024-07-28,"Cluster 'transactions, transactions report, authorize, repo' shrinking: 10.1% → 5.8%",4.573598465634045,,,,,,,,,,16.0,"transactions, transactions report, authorize, report, did",10.13,5.83,-4.57
clust_2024-04-22/2024-04-28_28,cluster_growing,medium,2024-04-22/2024-04-28,"Cluster 'need reporting, reporting correction, correction c' growing: 11.6% → 15.6%",4.568127930474915,,,,,,,,,,28.0,"need reporting, reporting correction, correction company, accounts need, identified inaccurate",11.58,15.58,4.57
clust_2024-04-08/2024-04-14_28,cluster_growing,medium,2024-04-08/2024-04-14,"Cluster 'need reporting, reporting correction, correction c' growing: 9.3% → 13.0%",4.566397249857283,,,,,,,,,,28.0,"need reporting, reporting correction, correction company, accounts need, identified inaccurate",9.34,13.05,4.57
clust_2024-03-04/2024-03-10_8,cluster_shrinking,medium,2024-03-04/2024-03-10,"Cluster 'xxxx, xxxx xxxx, xx, debt, account' shrinking: 17.4% → 12.4%",4.548677809297784,,,,,,,,,,8.0,"xxxx, xxxx xxxx, xx, debt, account",17.43,12.35,-4.55
clust_2024-11-25/2024-12-01_13,cluster_shrinking,medium,2024-11-25/2024-12-01,"Cluster 'creditor, debt, original creditor, original, dispu' shrinking: 3.4% → 0.9%",4.538392195442101,,,,,,,,,,13.0,"creditor, debt, original creditor, original, dispute",3.44,0.89,-4.54
vol_2024-09-30/2024-10-06_4686,volume_spike,low,2024-09-30/2024-10-06,"CCS Financial Services, Inc.: 30 complaints vs 17.0 expected (1.8x)",4.525219289806545,"CCS Financial Services, Inc.",30.0,17.0,1.76,0.002727,,,,,,,,,
vol_2024-08-12/2024-08-18_3109,volume_spike,low,2024-08-12/2024-08-18,"TRANSUNION INTERMEDIATE HOLDINGS, INC.: 190 complaints vs 146.5 expected (1.3x)",4.524890791908037,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",190.0,146.5,1.3,0.000324,,,,,,,,,
clust_2024-06-24/2024-06-30_3,cluster_shrinking,medium,2024-06-24/2024-06-30,"Cluster 'accounts, look documents, accordance fcra, report ' shrinking: 3.3% → 1.0%",4.513690434907924,,,,,,,,,,3.0,"accounts, look documents, accordance fcra, report accordance, 605b look",3.3,1.03,-4.51
clust_2024-05-06/2024-05-12_15,cluster_growing,medium,2024-05-06/2024-05-12,"Cluster 'blocked, transactions, want, transactions blocked,' growing: 5.0% → 7.9%",4.505667303082053,,,,,,,,,,15.0,"blocked, transactions, want, transactions blocked, removed important",5.02,7.95,4.51
vol_2024-02-26/2024-03-03_5165,volume_spike,medium,2024-02-26/2024-03-03,"CAINE & WEINER COMPANY, INC.: 13 complaints vs 6.0 expected (2.2x)",4.450686672749755,"CAINE & WEINER COMPANY, INC.",13.0,6.0,2.17,0.008827,,,,,,,,,
clust_2024-06-10/2024-06-16_19,cluster_shrinking,medium,2024-06-10/2024-06-16,"Cluster 'discrepancies accounts, 605b review, discrepancies' shrinking: 5.5% → 2.5%",4.40394888099808,,,,,,,,,,19.0,"discrepancies accounts, 605b review, discrepancies, importance removing, quite concerning",5.54,2.55,-4.4
vol_2025-01-06/2025-01-12_6765,volume_spike,low,2025-01-06/2025-01-12,Experian Information Solutions Inc.: 140 complaints vs 104.5 expected (1.3x),4.3817353694382435,Experian Information Solutions Inc.,140.0,104.5,1.34,0.000536,,,,,,,,,
vol_2025-01-06/2025-01-12_9202,volume_spike,medium,2025-01-06/2025-01-12,"ProCollect, Inc.: 15 complaints vs 7.2 expected (2.1x)",4.369761901550479,"ProCollect, Inc.",15.0,7.2,2.07,0.007726,,,,,,,,,
clust_2024-04-22/2024-04-28_2,cluster_shrinking,medium,2024-04-22/2024-04-28,"Cluster 'inaccurate accounts, identified inaccurate, report' shrinking: 1.6% → 0.3%",4.346426525380017,,,,,,,,,,2.0,"inaccurate accounts, identified inaccurate, report identified, inaccurate, reviewing credit",1.58,0.28,-4.35
clust_2024-12-16/2024-12-22_16,cluster_shrinking,medium,2024-12-16/2024-12-22,"Cluster 'transactions, transactions report, authorize, repo' shrinking: 4.0% → 1.7%",4.330351036064472,,,,,,,,,,16.0,"transactions, transactions report, authorize, report, did",4.02,1.66,-4.33
clust_2024-05-20/2024-05-26_21,cluster_growing,medium,2024-05-20/2024-05-26,"Cluster 'accounts, listed accounts, listed, accounts credit' growing: 3.9% → 6.5%",4.329579346355141,,,,,,,,,,21.0,"accounts, listed accounts, listed, accounts credit, fcra 605b",3.92,6.5,4.33
clust_2024-11-04/2024-11-10_11,cluster_growing,medium,2024-11-04/2024-11-10,"Cluster 'xxxx, credit, account, reporting, information' growing: 4.4% → 7.1%",4.317753834825893,,,,,,,,,,11.0,"xxxx, credit, account, reporting, information",4.4,7.14,4.32
vol_2024-03-25/2024-03-31_7766,volume_spike,low,2024-03-25/2024-03-31,"EQUIFAX, INC.: 237 complaints vs 188.5 expected (1.3x)",4.312668859936162,"EQUIFAX, INC.",237.0,188.5,1.26,0.000371,,,,,,,,,
clust_2024-12-30/2025-01-05_20,cluster_shrinking,medium,2024-12-30/2025-01-05,"Cluster 'credit report, report, credit, accounts, fraudulen' shrinking: 4.8% → 2.2%",4.273297615865907,,,,,,,,,,20.0,"credit report, report, credit, accounts, fraudulent",4.78,2.18,-4.27
clust_2024-04-08/2024-04-14_21,cluster_growing,medium,2024-04-08/2024-04-14,"Cluster 'accounts, listed accounts, listed, accounts credit' growing: 8.8% → 12.2%",4.268078138506473,,,,,,,,,,21.0,"accounts, listed accounts, listed, accounts credit, fcra 605b",8.81,12.18,4.27
clust_2024-08-19/2024-08-25_5,cluster_growing,medium,2024-08-19/2024-08-25,"Cluster 'debt, xxxx, collection, validation, request' growing: 3.5% → 6.0%",4.260598935541631,,,,,,,,,,5.0,"debt, xxxx, collection, validation, request",3.47,6.02,4.26
clust_2024-06-24/2024-06-30_10,cluster_growing,medium,2024-06-24/2024-06-30,"Cluster 'recognize significance, ve identified, inaccurate ' growing: 8.9% → 12.8%",4.260523747590641,,,,,,,,,,10.0,"recognize significance, ve identified, inaccurate troubling, erroneous entries, identified accounts",8.95,12.77,4.26
vol_2024-12-02/2024-12-08_7766,volume_spike,low,2024-12-02/2024-12-08,"EQUIFAX, INC.: 137 complaints vs 102.5 expected (1.3x)",4.247846425372865,"EQUIFAX, INC.",137.0,102.5,1.34,0.000664,,,,,,,,,
clust_2024-04-01/2024-04-07_24,cluster_shrinking,medium,2024-04-01/2024-04-07,"Cluster 'proper notification, notification, proper, debt di' shrinking: 1.7% → 0.3%",4.231535686256403,,,,,,,,,,24.0,"proper notification, notification, proper, debt did, unaware debt",1.73,0.32,-4.23
clust_2024-12-09/2024-12-15_7,cluster_growing,medium,2024-12-09/2024-12-15,"Cluster 'remove misleading, inclusion crucial, crucial prom' growing: 1.3% → 2.8%",4.222020526165635,,,,,,,,,,7.0,"remove misleading, inclusion crucial, crucial promptly, authorized inclusion, request elimination",1.26,2.8,4.22
clust_2024-05-13/2024-05-19_20,cluster_shrinking,medium,2024-05-13/2024-05-19,"Cluster 'credit report, report, credit, accounts, fraudulen' shrinking: 4.4% → 2.0%",4.215082353200873,,,,,,,,,,20.0,"credit report, report, credit, accounts, fraudulent",4.44,1.98,-4.22
vol_2024-11-18/2024-11-24_7729,volume_spike,low,2024-11-18/2024-11-24,SYNCHRONY FINANCIAL: 18 complaints vs 9.2 expected (1.9x),4.20110879904734,SYNCHRONY FINANCIAL,18.0,9.2,1.95,0.006936,,,,,,,,,
clust_2024-07-22/2024-07-28_10,cluster_growing,medium,2024-07-22/2024-07-28,"Cluster 'recognize significance, ve identified, inaccurate ' growing: 8.2% → 12.0%",4.185141750308197,,,,,,,,,,10.0,"recognize significance, ve identified, inaccurate troubling, erroneous entries, identified accounts",8.15,12.0,4.19
clust_2024-04-01/2024-04-07_8,cluster_shrinking,medium,2024-04-01/2024-04-07,"Cluster 'xxxx, xxxx xxxx, xx, debt, account' shrinking: 9.7% → 6.4%",4.184996044158513,,,,,,,,,,8.0,"xxxx, xxxx xxxx, xx, debt, account",9.73,6.36,-4.18
vol_2024-02-19/2024-02-25_9195,volume_spike,medium,2024-02-19/2024-02-25,"W&A Intermediate Co., LLC: 14 complaints vs 6.8 expected (2.1x)",4.18238199582416,"W&A Intermediate Co., LLC",14.0,6.8,2.07,0.009627,,,,,,,,,
vol_2024-03-25/2024-03-31_8179,volume_spike,medium,2024-03-25/2024-03-31,T.S. Holdings: 14 complaints vs 6.8 expected (2.1x),4.18238199582416,T.S. Holdings,14.0,6.8,2.07,0.009627,,,,,,,,,
vol_2025-01-06/2025-01-12_5564,volume_spike,low,2025-01-06/2025-01-12,"Portfolio Recovery Associates, LLC: 72 complaints vs 49.2 expected (1.5x)",4.174945776780531,"Portfolio Recovery Associates, LLC",72.0,49.2,1.46,0.001394,,,,,,,,,
vol_2025-01-06/2025-01-12_5823,volume_spike,low,2025-01-06/2025-01-12,CL Holdings LLC: 76 complaints vs 52.5 expected (1.4x),4.15092551895733,CL Holdings LLC,76.0,52.5,1.45,0.001357,,,,,,,,,
clust_2024-04-29/2024-05-05_15,cluster_growing,medium,2024-04-29/2024-05-05,"Cluster 'blocked, transactions, want, transactions blocked,' growing: 3.7% → 6.0%",4.150827194743857,,,,,,,,,,15.0,"blocked, transactions, want, transactions blocked, removed important",3.66,5.97,4.15
clust_2025-01-20/2025-01-26_20,cluster_shrinking,medium,2025-01-20/2025-01-26,"Cluster 'credit report, report, credit, accounts, fraudulen' shrinking: 2.5% → 1.1%",4.147538887308963,,,,,,,,,,20.0,"credit report, report, credit, accounts, fraudulent",2.5,1.06,-4.15
clust_2024-03-18/2024-03-24_8,cluster_shrinking,medium,2024-03-18/2024-03-24,"Cluster 'xxxx, xxxx xxxx, xx, debt, account' shrinking: 13.4% → 9.6%",4.136196798415549,,,,,,,,,,8.0,"xxxx, xxxx xxxx, xx, debt, account",13.4,9.55,-4.14
vol_2024-12-09/2024-12-15_4028,volume_spike,low,2024-12-09/2024-12-15,"National Credit Systems,Inc.: 29 complaints vs 16.8 expected (1.7x)",4.133804465469388,"National Credit Systems,Inc.",29.0,16.8,1.73,0.004096,,,,,,,,,
vol_2025-01-13/2025-01-19_4028,volume_spike,low,2025-01-13/2025-01-19,"National Credit Systems,Inc.: 39 complaints vs 24.0 expected (1.6x)",4.104283005121908,"National Credit Systems,Inc.",39.0,24.0,1.62,0.00298,,,,,,,,,
vol_2024-07-15/2024-07-21_976,volume_spike,low,2024-07-15/2024-07-21,Resurgent Capital Services L.P.: 82 complaints vs 57.5 expected (1.4x),4.0860084726662995,Resurgent Capital Services L.P.,82.0,57.5,1.43,0.001364,,,,,,,,,
vol_2024-12-02/2024-12-08_3109,volume_spike,low,2024-12-02/2024-12-08,"TRANSUNION INTERMEDIATE HOLDINGS, INC.: 155 complaints vs 118.5 expected (1.3x)",4.0831238439904425,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",155.0,118.5,1.31,0.000756,,,,,,,,,
clust_2024-08-26/2024-09-01_19,cluster_shrinking,medium,2024-08-26/2024-09-01,"Cluster 'discrepancies accounts, 605b review, discrepancies' shrinking: 5.3% → 2.7%",4.081104155392426,,,,,,,,,,19.0,"discrepancies accounts, 605b review, discrepancies, importance removing, quite concerning",5.3,2.72,-4.08
clust_2024-10-07/2024-10-13_22,cluster_shrinking,medium,2024-10-07/2024-10-13,"Cluster 'debt, collector, debt collector, consumer, alleged' shrinking: 6.7% → 4.0%",4.080681466931427,,,,,,,,,,22.0,"debt, collector, debt collector, consumer, alleged",6.75,3.99,-4.08
clust_2024-05-06/2024-05-12_2,cluster_shrinking,medium,2024-05-06/2024-05-12,"Cluster 'inaccurate accounts, identified inaccurate, report' shrinking: 2.1% → 0.5%",4.075532758931216,,,,,,,,,,2.0,"inaccurate accounts, identified inaccurate, report identified, inaccurate, reviewing credit",2.06,0.53,-4.08
vol_2025-01-20/2025-01-26_7265,volume_spike,low,2025-01-20/2025-01-26,"Spring Oaks Capital, LLC: 19 complaints vs 10.0 expected (1.9x)",4.072616343063689,"Spring Oaks Capital, LLC",19.0,10.0,1.9,0.007187,,,,,,,,,
clust_2024-07-22/2024-07-28_19,cluster_shrinking,medium,2024-07-22/2024-07-28,"Cluster 'discrepancies accounts, 605b review, discrepancies' shrinking: 5.1% → 2.4%",4.07253439094938,,,,,,,,,,19.0,"discrepancies accounts, 605b review, discrepancies, importance removing, quite concerning",5.12,2.37,-4.07
clust_2024-09-23/2024-09-29_19,cluster_shrinking,medium,2024-09-23/2024-09-29,"Cluster 'discrepancies accounts, 605b review, discrepancies' shrinking: 3.7% → 1.6%",4.072459058350731,,,,,,,,,,19.0,"discrepancies accounts, 605b review, discrepancies, importance removing, quite concerning",3.72,1.6,-4.07
clust_2024-03-18/2024-03-24_29,cluster_shrinking,medium,2024-03-18/2024-03-24,"Cluster '1006, cfr 1006, 34, 12 cfr, cfr' shrinking: 3.9% → 1.8%",4.0028254390016045,,,,,,,,,,29.0,"1006, cfr 1006, 34, 12 cfr, cfr",3.88,1.84,-4.0
clust_2024-05-20/2024-05-26_2,cluster_shrinking,medium,2024-05-20/2024-05-26,"Cluster 'inaccurate accounts, identified inaccurate, report' shrinking: 1.6% → 0.3%",3.995812895798544,,,,,,,,,,2.0,"inaccurate accounts, identified inaccurate, report identified, inaccurate, reviewing credit",1.62,0.27,-4.0
vol_2024-12-02/2024-12-08_6765,volume_spike,low,2024-12-02/2024-12-08,Experian Information Solutions Inc.: 153 complaints vs 117.2 expected (1.3x),3.9805343167379337,Experian Information Solutions Inc.,153.0,117.2,1.3,0.00089,,,,,,,,,
vol_2024-08-05/2024-08-11_942,volume_spike,low,2024-08-05/2024-08-11,"I.C. System, Inc.: 20 complaints vs 10.8 expected (1.9x)",3.9671730055905146,"I.C. System, Inc.",20.0,10.8,1.86,0.007373,,,,,,,,,
clust_2024-05-27/2024-06-02_11,cluster_shrinking,medium,2024-05-27/2024-06-02,"Cluster 'xxxx, credit, account, reporting, information' shrinking: 5.2% → 2.7%",3.950206463661228,,,,,,,,,,11.0,"xxxx, credit, account, reporting, information",5.21,2.73,-3.95
vol_2025-01-13/2025-01-19_4686,volume_spike,low,2025-01-13/2025-01-19,"CCS Financial Services, Inc.: 40 complaints vs 25.0 expected (1.6x)",3.940785971188541,"CCS Financial Services, Inc.",40.0,25.0,1.6,0.003444,,,,,,,,,
clust_2024-05-06/2024-05-12_25,cluster_shrinking,medium,2024-05-06/2024-05-12,"Cluster 'usc, 15 usc, 15, evidence, usc 1681i' shrinking: 3.7% → 1.7%",3.9271295252127274,,,,,,,,,,25.0,"usc, 15 usc, 15, evidence, usc 1681i",3.74,1.72,-3.93
clust_2024-01-29/2024-02-04_11,cluster_shrinking,medium,2024-01-29/2024-02-04,"Cluster 'xxxx, credit, account, reporting, information' shrinking: 11.7% → 7.1%",3.9163938958519413,,,,,,,,,,11.0,"xxxx, credit, account, reporting, information",11.74,7.11,-3.92
clust_2024-02-19/2024-02-25_18,cluster_shrinking,medium,2024-02-19/2024-02-25,"Cluster 'debt, company, xxxx, credit, account' shrinking: 22.6% → 17.4%",3.9118239834630875,,,,,,,,,,18.0,"debt, company, xxxx, credit, account",22.59,17.36,-3.91
clust_2024-03-25/2024-03-31_18,cluster_shrinking,medium,2024-03-25/2024-03-31,"Cluster 'debt, company, xxxx, credit, account' shrinking: 16.3% → 12.2%",3.909873715139649,,,,,,,,,,18.0,"debt, company, xxxx, credit, account",16.31,12.24,-3.91
clust_2024-04-29/2024-05-05_11,cluster_growing,medium,2024-04-29/2024-05-05,"Cluster 'xxxx, credit, account, reporting, information' growing: 4.1% → 6.4%",3.9001714137705696,,,,,,,,,,11.0,"xxxx, credit, account, reporting, information",4.13,6.42,3.9
vol_2024-11-04/2024-11-10_5965,volume_spike,low,2024-11-04/2024-11-10,"SUNRISE CREDIT SERVICES, INC: 18 complaints vs 9.5 expected (1.9x)",3.8827521468989414,"SUNRISE CREDIT SERVICES, INC",18.0,9.5,1.89,0.008928,,,,,,,,,
clust_2024-05-27/2024-06-02_25,cluster_shrinking,medium,2024-05-27/2024-06-02,"Cluster 'usc, 15 usc, 15, evidence, usc 1681i' shrinking: 1.8% → 0.4%",3.8737192375446337,,,,,,,,,,25.0,"usc, 15 usc, 15, evidence, usc 1681i",1.84,0.42,-3.87
clust_2024-05-27/2024-06-02_19,cluster_shrinking,medium,2024-05-27/2024-06-02,"Cluster 'discrepancies accounts, 605b review, discrepancies' shrinking: 2.7% → 1.0%",3.868740745640602,,,,,,,,,,19.0,"discrepancies accounts, 605b review, discrepancies, importance removing, quite concerning",2.72,0.98,-3.87
clust_2024-08-12/2024-08-18_22,cluster_shrinking,medium,2024-08-12/2024-08-18,"Cluster 'debt, collector, debt collector, consumer, alleged' shrinking: 5.9% → 3.4%",3.864967218545287,,,,,,,,,,22.0,"debt, collector, debt collector, consumer, alleged",5.94,3.38,-3.86
clust_2025-01-13/2025-01-19_20,cluster_shrinking,medium,2025-01-13/2025-01-19,"Cluster 'credit report, report, credit, accounts, fraudulen' shrinking: 3.3% → 1.6%",3.8608128299962545,,,,,,,,,,20.0,"credit report, report, credit, accounts, fraudulent",3.26,1.6,-3.86
clust_2024-09-30/2024-10-06_13,cluster_growing,medium,2024-09-30/2024-10-06,"Cluster 'creditor, debt, original creditor, original, dispu' growing: 1.6% → 3.1%",3.8497425552033593,,,,,,,,,,13.0,"creditor, debt, original creditor, original, dispute",1.55,3.11,3.85
vol_2024-04-15/2024-04-21_3109,volume_spike,low,2024-04-15/2024-04-21,"TRANSUNION INTERMEDIATE HOLDINGS, INC.: 352 complaints vs 294.5 expected (1.2x)",3.837632430229758,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",352.0,294.5,1.2,0.000616,,,,,,,,,
clust_2024-07-29/2024-08-04_10,cluster_growing,medium,2024-07-29/2024-08-04,"Cluster 'recognize significance, ve identified, inaccurate ' growing: 7.8% → 11.2%",3.836139436008922,,,,,,,,,,10.0,"recognize significance, ve identified, inaccurate troubling, erroneous entries, identified accounts",7.8,11.23,3.84
clust_2024-11-25/2024-12-01_19,cluster_shrinking,medium,2024-11-25/2024-12-01,"Cluster 'discrepancies accounts, 605b review, discrepancies' shrinking: 2.0% → 0.4%",3.795955400471243,,,,,,,,,,19.0,"discrepancies accounts, 605b review, discrepancies, importance removing, quite concerning",1.96,0.36,-3.8
clust_2024-02-19/2024-02-25_4,cluster_shrinking,medium,2024-02-19/2024-02-25,"Cluster 'identity, theft, identity theft, xxxx, account' shrinking: 5.2% → 2.6%",3.782727654217393,,,,,,,,,,4.0,"identity, theft, identity theft, xxxx, account",5.17,2.6,-3.78
clust_2024-08-12/2024-08-18_5,cluster_growing,medium,2024-08-12/2024-08-18,"Cluster 'debt, xxxx, collection, validation, request' growing: 2.8% → 4.8%",3.7734562067108643,,,,,,,,,,5.0,"debt, xxxx, collection, validation, request",2.81,4.78,3.77
clust_2024-05-06/2024-05-12_4,cluster_growing,medium,2024-05-06/2024-05-12,"Cluster 'identity, theft, identity theft, xxxx, account' growing: 1.6% → 3.0%",3.756775402389489,,,,,,,,,,4.0,"identity, theft, identity theft, xxxx, account",1.56,2.98,3.76
clust_2024-03-11/2024-03-17_14,cluster_shrinking,medium,2024-03-11/2024-03-17,"Cluster 'xxxx, xx, xx xxxx, xx xx, xxxx xxxx' shrinking: 7.0% → 4.6%",3.703410984087734,,,,,,,,,,14.0,"xxxx, xx, xx xxxx, xx xx, xxxx xxxx",7.03,4.58,-3.7
clust_2024-07-29/2024-08-04_11,cluster_shrinking,medium,2024-07-29/2024-08-04,"Cluster 'xxxx, credit, account, reporting, information' shrinking: 4.4% → 2.1%",3.693908552538756,,,,,,,,,,11.0,"xxxx, credit, account, reporting, information",4.36,2.06,-3.69
